62.13    -143.08  GORDON                        Alaska-E            Cinder_cones        Holocene?
61.38    -141.75  CHURCHILL                     Alaska-E            Stratovolcanoes     Radiocarbon
57.05    -135.75  EDGECUMBE                     Alaska-SE           Stratovolcanoes     Radiocarbon
56.50    -133.10  DUNCAN_CANAL                  Alaska-SE           Unknown             Holocene
55.25    -133.30  TLEVAK_STRAIT-SUEMEZ_IS.      Alaska-SE           Volcanic_field      Holocene
55.32    -131.05  REVILLAGIGEDO_ISLAND          Alaska-SE           Cinder_cones        Holocene?
62.93    -137.38  FORT_SELKIRK                  Canada              Volcanic_field      Holocene?
60.42    -135.42  ALLIGATOR_LAKE                Canada              Volcanic_field      Holocene
59.68    -133.32  ATLIN_VOLC_FIELD              Canada              Cinder_cones        Historical
59.37	 -130.58  TUYA_VOLC_FIELD               Canada              Volcanic_field      Holocene
58.60    -131.97  HEART_PEAKS                   Canada              Shield_volcano      Holocene?
58.42    -131.35  LEVEL_MOUNTAIN                Canada              Shield_volcano      Holocene?
57.72    -130.63  EDZIZA                        Canada              Stratovolcano       Radiocarbon
57.43    -130.68  SPECTRUM_RANGE                Canada              Shield_volcano      Holocene
56.78    -131.28  HOODOO_MOUNTAIN               Canada              Subglacial_volcano  Holocene
56.58    -130.55  ISKUT-UNUK_RIVER_CONES        Canada              Cinder_cones        Radiocarbon
55.12    -128.90  TSEAX_RIVER_CONE              Canada              Pyroclastic_cone    Radiocarbon
54.70    -130.23  CROW_LAGOON                   Canada              Pyroclastic_cone    Holocene
52.50    -128.73  MILBANKE_SOUND_GROUP          Canada              Cinder_cones        Holocene
52.47    -124.70  SATAH_MOUNTAIN                Canada              Volcanic_field      Holocene
52.90    -123.73  NAZKO                         Canada              Cinder_cones        Radiocarbon
52.33    -120.57  WELLS_GRAY-CLEARWATER         Canada              Cinder_cones        Dendrochronology
51.43    -126.30  SILVERTHRONE                  Canada              Caldera             Holocene
50.80    -123.40  BRIDGE_RIVER_CONES            Canada              Volcanic_field      Holocene
50.63    -123.50  MEAGER                        Canada              Complex_volcano     Radiocarbon
49.92    -123.03  GARIBALDI_LAKE                Canada              Volcanic_field      Holocene
49.85    -123.00  GARIBALDI                     Canada              Stratovolcano       Radiocarbon
48.786   -121.82  BAKER                         US-Washington       Stratovolcano       Historical
48.112   -121.113 GLACIER_PEAK                  US-Washington       Stratovolcano       Tephrochronology
46.87    -121.758 RAINIER                       US-Washington       Stratovolcano       Dendrochronology
46.206   -121.49  ADAMS                         US-Washington       Stratovolcano       Tephrochronology
46.20    -122.18  ST._HELENS                    US-Washington       Stratovolcano       Historical
45.88    -122.08  WEST_CRATER                   US-Washington       Volcanic_field      Radiocarbon
45.93    -121.82  INDIAN_HEAVEN                 US-Washington       Shield_volcanoes    Radiocarbon
45.374   -121.694 HOOD                          US-Oregon           Stratovolcano       Historical
44.692   -121.80  JEFFERSON                     US-Oregon           Stratovolcano       Varve_Count
44.42    -121.77  BLUE_LAKE_CRATER              US-Oregon           Maar                Radiocarbon
44.38    -121.93  SAND_MOUNTAIN_FIELD           US-Oregon           Cinder_cones        Radiocarbon
44.332   -121.837 WASHINGTON                    US-Oregon           Shield_volcano      Radiocarbon
44.285   -121.841 BELKNAP                       US-Oregon           Shield_volcanoes    Radiocarbon
44.17    -121.77  NORTH_SISTER_FIELD            US-Oregon           Complex_volcano     Radiocarbon
44.10    -121.77  SOUTH_SISTER                  US-Oregon           Complex_volcano     Radiocarbon
43.979   -121.688 BACHELOR                      US-Oregon           Stratovolcano       Tephrochronology
43.57    -121.82  DAVIS_LAKE                    US-Oregon           Volcanic_field      Radiocarbon
43.722   -121.229 NEWBERRY                      US-Oregon           Shield_volcano      Radiocarbon
43.512   -120.861 DEVILS_GARDEN                 US-Oregon           Volcanic_field      Holocene?
43.472   -120.754 SQUAW_RIDGE_FIELD             US-Oregon           Volcanic_field      Holocene?
43.361   -120.669 FOUR_CRATERS_LAVA_FIELD       US-Oregon           Volcanic_field      Holocene?
43.241   -122.108 CINNAMON_BUTTE                US-Oregon           Cinder_cones        Holocene?
42.93    -122.12  CRATER_LAKE                   US-Oregon           Caldera             Radiocarbon
42.552   -122.201 IMAGINATION_PEAK              US-Oregon           Pyroclastic_cone    Holocene?
43.10    -118.75  DIAMOND_CRATERS               US-Oregon           Volcanic_field      Holocene?
43.00    -117.80  SADDLE_BUTTE                  US-Oregon           Volcanic_field      Holocene?
43.03    -117.42  JORDAN_CRATERS                US-Oregon           Volcanic_field      Holocene
43.606   -117.589 JACKIES_BUTTE                 US-Oregon           Volcanic_field      Holocene?
41.42    -122.20  SHASTA                        US-California       Stratovolcano       Historical
41.58    -121.57  MEDICINE_LAKE                 US-California       Shield_volcano      Radiocarbon
41.178   -121.443 BRUSHY_BUTTE                  US-California       Shield_volcano      Holocene?
40.955   -121.365 BIG_CAVE                      US-California       Shield_volcano      Holocene?
40.78    -121.60  TWIN_BUTTES                   US-California       Cinder_cones        Holocene?
40.68    -121.55  TUMBLE_BUTTES                 US-California       Cinder_cones        Holocene?
40.63    -121.43  POTATO_BUTTE                  US-California       Shield_volcanoes    Holocene?
40.492   -121.508 LASSEN_VOLC_CENTER            US-California       Stratovolcano       Historical
40.63    -120.83  EAGLE_LAKE_FIELD              US-California       Fissure_vents       Holocene?
38.97    -122.77  CLEAR_LAKE                    US-California       Volcanic_field      Holocene
38.00    -119.03  MONO_LAKE_VOLC_FIELD          US-California       Cinder_cones        Tephrochronology
37.88    -119.00  MONO_CRATERS                  US-California       Lava_domes          Radiocarbon
37.692   -119.02  INYO_CRATERS                  US-California       Lava_domes          Radiocarbon
37.70    -118.87  LONG_VALLEY                   US-California       Caldera             Pleistocene-Fumarolic
37.631   -119.032 MAMMOTH_MOUNTAIN              US-California       Cinder_cones        Holocene
37.02    -117.45  UBEHEBE_CRATERS               US-California       Maars               Holocene
36.358   -118.32  GOLDEN_TROUT_CREEK            US-California       Volcanic_field      Tephrochronology
36.03    -117.82  COSO_VOLC_FIELD               US-California       Lava_domes          Pleistocene-Hot_Springs
34.75    -116.625 LAVIC_LAKE                    US-California       Volcanic_field      Holocene?
34.55    -115.78  AMBOY                         US-California       Cinder_cone         Holocene?
33.20	 -115.62  SALTON_BUTTES                 US-California       Lava_domes 		Hydration_rind
43.07    -114.43  SHOSHONE_LAVA_FIELD           US-Idaho            Cinder_cones        Holocene?
43.42    -113.50  CRATERS_OF_THE_MOON           US-Idaho            Cinder_cones        Radiocarbon
42.88    -113.22  WAPI_LAVA_FIELD               US-Idaho            Shield_volcano      Radiocarbon
43.50    -112.45  HELL'S_HALF_ACRE              US-Idaho            Shield_volcano      Radiocarbon
44.43    -110.67  YELLOWSTONE                   US-Wyoming          Calderas            Tephrochronology
39.53	 -118.87  SODA_LAKES			US-Nevada           Maars	        Holocene
39.375   -119.72  STEAMBOAT_SPRINGS             US-Nevada           Lava_domes          Pleistocene-Fumarolic
38.48    -115.97  LUNAR_CRATER_FIELD            US-Nevada           Cinder_cones        Holocene?
36.77    -116.55  CRATER_FLAT                   US-Nevada           Volcanic_field      Holocene?
37.257   -113.625 SANTA_CLARA                   US-Utah             Volcanic_field      Holocene?
37.33    -113.12  KOLOB                         US-Utah             Volcanic_field      Holocene?
37.328   -112.408 BALD_KNOLL                    US-Utah             Cinder_cones        Holocene
37.58    -112.67  MARKAGUNT_PLATEAU             US-Utah             Volcanic_field      Dendrochronology
38.97    -112.50  BLACK_ROCK_DESERT             US-Utah             Volcanic_field      Radiocarbon
39.65    -107.03  DOTSERO                       US-Colorado         Maar		Radiocarbon
36.38    -113.13  UINKARET_FIELD                US-Arizona          Volcanic_field      Holocene
35.37    -111.50  SUNSET_CRATER                 US-Arizona          Cinder_cone         Dendrochronology
33.78    -105.93  CARRIZOZO                     US-New_Mexico       Cinder_cone         Holocene
34.80    -108.00  ZUNI-BANDERA                  US-New_Mexico       Volcanic_field      Anthropology
35.87    -106.57  VALLES_CALDERA                US-New_Mexico       Caldera             Pleistocene-Fumarolic
36.42    -104.08  RATON-CLAYTON                 US-New_Mexico       Volcanic_field      Tephrochronology
47.95	 -129.10  ENDEAVOUR_RIGDE		JdF_Ridge	    Submarine_volcano   Uranium-series
46.88	 -129.33  COBB_SEGMENT			JdF_Ridge	    Submarine_volcano   Uranium-series
46.52    -129.58  COAXIAL_SEGMENT               JdF_Ridge	    Submarine_volcano   Historical
45.95    -130.00  AXIAL_SEAMOUNT                JdF_Ridge	    Submarine_volcano   Historical
44.83    -130.30  CLEFT_SEGMENT                 JdF_Ridge	    Submarine_volcano   Historical
42.67    -126.78  NORTH_GORDA_RIDGE             Gorda_Ridge	    Submarine_volcano   Historical
40.98    -127.50  ESCANABA_SEGMENT              Gorda_Ridge	    Submarine_volcano   Uranium-series
31.75    -124.25  UNNAMED                       Pacific-NE          Submarine_volcano_? Uncertain
18.92    -155.27  LOIHI_SEAMOUNT                Hawaiian_Is         Submarine_volcano   Historical
19.425   -155.292 KILAUEA                       Hawaiian_Is         Shield_volcano      Historical
19.475   -155.608 MAUNA_LOA                     Hawaiian_Is         Shield_volcano      Historical
19.82    -155.47  MAUNA_KEA                     Hawaiian_Is         Shield_volcano      Radiocarbon
19.692   -155.87  HUALALAI                      Hawaiian_Is         Shield_volcano      Historical
20.57    -156.57  KAHO'OLAWE                    Hawaiian_Is         Shield_volcano      Holocene?
20.708   -156.25  HALEAKALA                     Hawaiian_Is         Shield_volcano      Historical
21.37    -157.80  KOOLAU                        Hawaiian_Is         Shield_volcano      Holocene?
21.75    -158.75  UNNAMED                       Hawaiian_Is         Submarine_volcano   Uncertain
23.58    -163.83  UNNAMED                       Hawaiian_Is         Submarine_volcano   Historical
16.55    -105.32  NORTHERN_EPR-SEGMENT_R02      Pacific-E           Submarine_volcano   Magnetism
15.83    -105.43  NORTHERN_EPR-SEGMENT_R03      Pacific-E           Submarine_volcano   Magnetism
10.73    -103.58  UNNAMED                       Pacific-E           Submarine_volcano   Historical
 9.82    -104.30  UNNAMED                       Pacific-E           Submarine_volcano   Historical
 0.792   -86.15   GALAPAGOS_RIFT                Pacific-E           Submarine_volcano   Holocene
 -8.27   -107.95  UNNAMED                       Pacific-E           Submarine_volcano   Historical
-17.436  -113.206 SOUTHERN_EPR-SEGMENT_K        Pacific-E           Submarine_volcano   Historical
-18.175  -113.35  SOUTHERN_EPR-SEGMENT_J        Pacific-E           Submarine_volcano   Magnetism
-18.53   -113.42  SOUTHERN_EPR-SEGMENT_I        Pacific-E           Submarine_volcano   Magnetism
-17.57   -148.85  TEAHITIA                      Society_Is-C_Pac    Submarine_volcano   Seismicity
-17.642  -148.60  ROCARD                        Society_Is-C_Pac    Submarine_volcano   Seismicity
-18.32   -148.67  MOUA_PIHAA                    Society_Is-C_Pac    Submarine_volcano   Seismicity
-17.87   -148.07  MEHETIA                       Society_Is-C_Pac    Stratovolcano       Anthropology
-25.37   -129.27  ADAMS_SEAMOUNT		C_Pac               Submarine_volcano   K/Ar
-28.98   -140.25  MACDONALD                     Austral_Is-C_Pac    Submarine_volcano   Historical
-27.12   -109.45  EASTER_ISLAND                 Pacific-C           Shield_volcanoes    Holocene
-49.68   -178.77  ANTIPODES_ISLAND              Pacific-S           Pyroclastic_cones   Holocene?
-53.90   -140.30  UNNAMED                       Pacific-S           Submarine_volcano   Uncertain
-55.97   -143.17  UNNAMED                       Pacific-S           Submarine_volcano   Uncertain
32.418   -115.305 CERRO_PRIETO                  Mexico              Lava_dome           Holocene?
31.772   -113.498 PINACATE                      Mexico              Cinder_cones        Historical
30.468   -115.996 SAN_QUINTIN_VOLC_FIELD        Mexico              Cinder_cones        Holocene
29.814   -114.384 ISLA_SAN_LUIS		        Mexico              Tuff_cone		Holocene
29.33    -114.50  JARAGUAY_VOLC_FIELD           Mexico              Cinder_cones        Holocene
29.08    -113.513 CORONADO                      Mexico              Stratovolcano       Fumarolic
29.07    -118.28  GUADALUPE                     Mexico              Shield_volcano      Holocene
28.50    -113.75  SAN_BORJA_VOLC_FIELD          Mexico              Cinder_cones        Holocene
28.00    -115.00  UNNAMED                       Mexico              Submarine_volcano_? Uncertain
27.47    -112.591 TRES_VIRGENES                 Mexico              Stratovolcano       Holocene?
27.392   -111.858 ISLA_TORTUGA                  Mexico              Shield_volcano      Holocene
19.30    -110.82  BÁRCENA                       Mexico-Is           Cinder_cones        Historical
18.78    -110.95  SOCORRO                       Mexico-Is           Shield_volcano      Historical
24.15    -104.45  DURANGO_VOLC_FIELD            Mexico              Cinder_cones        Holocene
21.45    -104.73  SANGANGÜEY                    Mexico              Stratovolcano       Holocene
21.27    -104.70  TEPETILTIC,_VOLCAN            Mexico              Stratovolcano       Holocene
21.125   -104.50  CEBORUCO		        Mexico              Stratovolcano       Historical
20.62    -104.83  MASCOTA_VOLC_FIELD            Mexico              Shield_volcanoes    Holocene
19.514   -103.62  COLIMA			Mexico              Stratovolcanoes     Historical
19.85    -101.75  MICHOACÁN-GUANAJUATO          Mexico              Cinder_cones        Historical
19.40	 -100.25  ZITÁCUERO-VALLE_DE_BRAVO	Mexico              Caldera	        Ar/Ar
19.724    -99.757 JOCOTITLÁN                    Mexico              Stratovolcano       Radiocarbon
19.108    -99.758 NEVADO_DE_TOLUCA		Mexico              Stratovolcano       Radiocarbon
19.08     -99.48  HOLOTEPEC                     Mexico              Volcanic_field      Radiocarbon
19.08     -99.13  CHICHINAUTZIN                 Mexico              Volcanic_field      Radiocarbon
19.17     -98.82  TENAYO_GROUP                  Mexico              Cinder_cones        Holocene
19.32     -99.00  SANTA_CATARINA_RANGE          Mexico              Volcanic_field      Anthropology
19.75     -98.808 CERRO_GORDO                   Mexico              Cinder_cone         Holocene?
19.923    -98.747 SIERRA_DE_LAS_PITOS           Mexico              Unknown             Holocene
19.308    -98.70  PAPAYO                        Mexico              Lava_dome           Holocene
19.179    -98.642 IZTACCIHUATL                  Mexico              Stratovolcano       Holocene
19.023    -98.622 POPOCATÉPETL                  Mexico              Stratovolcanoes     Historical
19.23     -98.03  LA_MALINCHE                   Mexico              Stratovolcano       Radiocarbon
19.27	  -97.47  SERDÁN-ORIENTAL		Mexico              Tuff_cones          Holocene
19.809    -96.526 LOS_ATLIXCOS		        Mexico              Shield_volcano      Holocene
19.67     -96.75  NAOLINCO_VOLC_FIELD		Mexico		    Pyroclastic_cones	Radiocarbon
19.493    -97.15  COFRE_DE_PEROTE	        Mexico              Shield_volcanoes    Radiocarbon
19.33     -97.25  LA_GLORIA		        Mexico              Volcanic_field	Holocene
19.15     -97.27  LAS_CUMBRES                   Mexico              Stratovolcano       Radiocarbon
19.03     -97.268 PICO_DE_ORIZABA               Mexico              Stratovolcano       Historical
18.572    -95.169 SAN_MARTIN		        Mexico              Shield_volcano      Historical
17.36     -93.228 EL_CHICHON                    Mexico              Lava_domes          Historical
15.13     -92.112 TACANÁ                        Mexico              Stratovolcano       Historical
15.034    -91.903 TAJUMULCO                     Guatemala           Stratovolcano       Holocene
14.756    -91.552 SANTA_MARIA                   Guatemala           Stratovolcano       Historical
14.82     -91.48  ALMOLONGA                     Guatemala           Stratovolcano       Historical
14.75     -91.43  TZANJUYUB		        Guatemala           Stratovolcano       Pleistocene-Fumarolic
14.583    -91.186 ATITLÁN                       Guatemala           Stratovolcano       Historical
14.613    -91.189 TOLIMAN                       Guatemala           Stratovolcano       Holocene
14.501    -90.876 ACATENANGO                    Guatemala           Stratovolcano       Historical
14.473    -90.88  FUEGO                         Guatemala           Stratovolcano       Historical
14.465    -90.743 AGUA                          Guatemala           Stratovolcano       Holocene
14.381    -90.601 PACAYA                        Guatemala           Complex_volcano     Historical
14.33     -90.40  CUILAPA-BARBARENA             Guatemala           Volcanic_field      Holocene
14.156    -90.407 TECUAMBURRO                   Guatemala           Stratovolcano       Radiocarbon
14.03     -90.10  MOYUTA                        Guatemala           Stratovolcano       Hot_Springs
14.30     -90.00  FLORES	                Guatemala           Volcanic_field      Holocene
14.12     -89.73  CHINGO_VOLC_FIELD             Guatemala           Stratovolcano       Holocene
14.33     -89.87  CERRO_SANTIAGO                Guatemala           Volcanic_field      Holocene
14.40     -89.78  SUCHITÁN		        Guatemala           Stratovolcanoes     Holocene
14.12	  -89.73  CHINGO		        Guatemala           Stratovolcano       Holocene
14.42     -89.68  IXTEPEQUE		        Guatemala           Lava_domes          Holocene
14.55     -89.63  IPALA		                Guatemala           Stratovolcano       Holocene
14.83     -89.55  CHIQUIMULA_VOLC_FIELD         Guatemala           Cinder_cones        Holocene
14.65     -89.35  QUEZALTEPEQUE                 Guatemala           Volcanic_field      Holocene
14.27     -89.47  SAN_DIEGO                     El_Salvador         Volcanic_field      Holocene
14.05     -89.63  CERRO_SINGÜIL                 El_Salvador         Cinder_cone         Holocene
13.891    -89.786 APANECA_RANGE                 El_Salvador         Stratovolcanoes     Holocene
13.853    -89.63  SANTA_ANA                     El_Salvador         Stratovolcano       Historical
13.813    -89.633 IZALCO                        El_Salvador         Stratovolcano       Historical
13.87     -89.55  COATEPEQUE_CALDERA            El_Salvador         Caldera             Holocene
13.736    -89.286 SAN_SALVADOR                  El_Salvador         Stratovolcano       Historical
13.90     -89.12  GUAZAPA                       El_Salvador         Stratovolcano       Holocene?
13.672    -89.053 ILOPANGO                      El_Salvador         Caldera             Historical
13.623    -88.852 SAN_VICENTE                   El_Salvador         Stratovolcano       Fumarolic
13.72     -88.77  APASTEPEQUE_FIELD             El_Salvador         Volcanic_field      Holocene
13.45     -88.53  TABURETE                      El_Salvador         Stratovolcano       Holocene?
13.497    -88.503 TECAPA                        El_Salvador         Stratovolcano       Fumarolic
13.42     -88.47  USULUTÁN                      El_Salvador         Stratovolcano       Holocene
13.48     -88.32  CHINAMECA                     El_Salvador         Stratovolcano       Fumarolic
13.431    -88.272 SAN_MIGUEL                    El_Salvador         Stratovolcano       Historical
13.428	  -88.105 LAGUNA_ARAMUACA		El_Salvador         Maar	        Holocene
13.275    -87.845 CONCHAGUA                     El_Salvador         Stratovolcano       Uncertain
13.229    -87.767 CONCHAGÜITA                   El_Salvador         Stratovolcano       Historical
13.27     -87.63  ISLA_EL_TIGRE                 Honduras            Stratovolcano       Holocene
13.33     -87.63  ISLA_ZACATE_GRANDE            Honduras            Stratovolcano       Holocene
14.98     -87.98  LAKE_YOJOA                    Honduras            Volcanic_field      Holocene
16.10     -86.90  UTILA_ISLAND                  Honduras            Pyroclastic_cones   Holocene
12.98     -87.57  COSIGüINA                     Nicaragua           Stratovolcano       Historical
12.702    -87.004 SAN_CRISTOBÁL                 Nicaragua           Stratovolcano       Historical
12.603    -86.845 TELICA                        Nicaragua           Stratovolcanoes     Historical
12.55     -86.75  ROTA                          Nicaragua           Shield_volcano      Holocene
12.506    -86.702 CERRO_NEGRO                   Nicaragua           Cinder_cones        Historical
12.495    -86.688 LAS_PILÁS                     Nicaragua           Complex_volcano     Historical
12.423    -86.54  MOMOTOMBO                     Nicaragua           Stratovolcano       Historical
12.242    -86.342 APOYEQUE                      Nicaragua           Stratovolcano       Anthropology
12.12     -86.32  NEJAPA-MIRAFLORES             Nicaragua           Fissure_vent        Holocene
11.984    -86.161 MASAYA                        Nicaragua           Caldera             Historical
11.92     -86.03  APOYO                         Nicaragua           Caldera             Uncertain
11.92	  -85.98  GRANADA			Nicaragua           Fissure_vents       Holocene
11.826    -85.968 MOMBACHO                      Nicaragua           Stratovolcano       Fumarolic
11.73     -85.82  ZAPATERA	                Nicaragua           Stratovolcano       Holocene
11.538    -85.623 CONCEPCIÓN                    Nicaragua           Stratovolcano       Historical
11.446    -85.515 MADERAS                       Nicaragua           Stratovolcano       Holocene
12.68     -83.92  VOLCÁN_AZUL                   Nicaragua           Cinder_cones        Holocene
10.98     -85.473 OROSI                         Costa_Rica          Stratovolcanoes     Uncertain
10.83     -85.324 RINCON_DE_LA_VIEJA            Costa_Rica          Complex_volcano     Historical
10.748    -85.153 MIRAVALLES                    Costa_Rica          Stratovolcano       Historical
10.673    -85.015 TENORIO	                Costa_Rica          Stratovolcanoes     Holocene
10.472    -85.07  CERRO_ANUNCIACION             Costa_Rica          Pyroclastic_cone    Holocene?
10.463    -84.703 ARENAL                        Costa_Rica          Stratovolcano       Historical
10.30     -84.366 PLATANAR  	                Costa_Rica          Stratovolcanoes     Holocene
10.20     -84.233 POÁS                          Costa_Rica          Stratovolcano       Historical
10.135    -84.10  BARVA                         Costa_Rica          Complex_volcano     Tephrochronology
 9.979    -83.853 IRAZÚ                         Costa_Rica          Stratovolcano       Historical
10.03     -83.77  TURRIALBA                     Costa_Rica          Stratovolcano       Historical
 8.80     -82.558 BARU                          Panama              Complex_volcano     Historical
 8.47     -80.82  LA_YEGUADA                    Panama              Stratovolcano       Pleistocene-Fumarolic
 5.206    -75.364 ROMERAL                       Colombia            Stratovolcano       Radiocarbon
 5.092    -75.30  CERRO_BRAVO                   Colombia            Stratovolcano       Radiocarbon
 4.895    -75.323 NEVADO_DEL_RUIZ               Colombia            Stratovolcano       Historical
 4.82     -75.37  SANTA_ISABEL                  Colombia            Shield_volcano      Radiocarbon
 4.67     -75.33  NEVADO_DEL_TOLIMA             Colombia            Stratovolcano       Historical
 4.48     -75.40  MACHIN	                Colombia            Stratovolcano       Tephrochronology
 2.92     -76.05  NEVADO_DEL_HUILA              Colombia            Stratovolcano       Historical
 2.32     -76.40  PURACÉ                        Colombia            Stratovolcanoes     Historical
 2.12     -76.58  SOTARÁ                        Colombia            Stratovolcano_?     Holocene
 1.57     -76.78  PETACAS                       Colombia            Lava_dome           Holocene?
 1.47     -76.92  DOÑA_JUANA                    Colombia            Stratovolcano       Historical
 1.22     -77.37  GALERAS                       Colombia            Complex_volcano     Historical
 1.08     -77.68  AZUFRAL	                Colombia            Stratovolcano       Radiocarbon
 0.98     -77.88  CUMBAL                        Colombia            Stratovolcano       Historical
 0.828    -77.964 CERRO_NEGRO_DE_MAYASQUER      Colombia            Stratovolcano       Holocene?
 0.552    -77.58  SOCHE                         Ecuador             Stratovolcano       Radiocarbon
 0.13     -78.27  CHACHIMBIRO                   Ecuador             Stratovolcano       Radiocarbon
 0.308    -78.364 CUICOCHA                      Ecuador             Caldera             Radiocarbon
 0.13     -78.27  MOJANDA                       Ecuador             Stratovolcano       Radiocarbon
 0.258    -78.183 IMBABURA                      Ecuador             Compound_volcano    Holocene
 0.029    -77.986 CAYAMBE                       Ecuador             Compound_volcano    Holocene
 -0.078   -77.656 REVENTADOR                    Ecuador             Stratovolcano       Historical
 0.038    -78.463 PULULAGUA                     Ecuador             Caldera             Radiocarbon
 -0.171   -78.598 GUAGUA_PICHINCHA              Ecuador             Stratovolcano       Historical
 -0.353   -78.617 ATACAZO                       Ecuador             Stratovolcano       Radiocarbon
 -0.375   -78.25  CHACANA                       Ecuador             Caldera             Historical
 -0.481   -78.141 ANTISANA                      Ecuador             Stratovolcano       Historical
 -0.43    -77.72  PAN_DE_AZUCAR                 Ecuador             Stratovolcano       Holocene
 -0.53	  -78.00  ALISO				Ecuador             Stratovolcano       Radiocarbon
 -0.538   -77.626 SUMACO                        Ecuador             Stratovolcano       Historical
 -0.659   -78.714 ILINIZA                       Ecuador             Stratovolcano       Holocene
 -0.677   -78.436 COTOPAXI                      Ecuador             Stratovolcano       Historical
 -0.85    -78.90  QUILOTOA                      Ecuador             Caldera             Radiocarbon
 -1.464   -78.815 CHIMBORAZO			Ecuador             Stratovolcano       Radiocarbon
 -1.467   -78.442 TUNGURAHUA                    Ecuador             Stratovolcano       Historical
 -1.78    -78.613 LICTO                         Ecuador             Scoria_cones        Holocene?
 -2.03    -78.33  SANGAY                        Ecuador             Stratovolcano       Historical
 -0.37    -91.55  FERNANDINA                    Galapagos           Shield_volcano      Historical
 -0.02    -91.546 ECUADOR	                Galapagos           Shield_volcano      Holocene
 0.02     -91.35  WOLF		                Galapagos           Shield_volcano      Historical
 -0.18    -91.28  DARWIN	                Galapagos           Shield_volcano      Holocene
 -0.43    -91.12  ALCEDO	                Galapagos           Shield_volcano      Historical
 -0.83    -91.17  SIERRA_NEGRA                  Galapagos           Shield_volcano      Historical
 -0.90    -91.42  CERRO_AZUL                    Galapagos           Shield_volcano      Historical
 0.58     -90.75  PINTA                         Galapagos           Shield_volcano      Historical
 0.33     -90.47  MARCHENA                      Galapagos           Shield_volcano      Historical
 0.32     -89.958 GENOVESA                      Galapagos           Shield_volcano      Holocene
 -0.22    -90.77  SANTIAGO                      Galapagos           Shield_volcano      Historical
 -0.62    -90.33  SANTA_CRUZ                    Galapagos           Shield_volcano      Holocene
 -1.30    -90.45  FLOREANA                      Galapagos           Shield_volcano      Holocene?
 -0.88    -89.50  SAN_CRISTÓBAL                 Galapagos           Shield_volcano      Holocene
-14.37    -71.17  QUIMSACHATA                   Peru                Lava_dome           Holocene
-15.23    -72.63  NEVADOS_FIRURAS               Peru                Stratovolcanoes     Holocene?
-15.33    -73.45  SARA_SARA			Peru                Stratovolcano       Holocene
-15.52    -72.65  COROPUNA                      Peru                Stratovolcano       Holocene
-15.42    -72.33  ANDAHUA-ORCOPAMPA             Peru                Cinder_cones        Holocene
-15.83    -72.13  HUAMBO                        Peru                Volcanic_field      Radiocarbon
-15.78    -71.85  SABANCAYA                     Peru                Stratovolcanoes     Historical
-16.191   -71.53  NEVADO_CHACHANI               Peru                Stratovolcanoes     Historical
-16.258   -71.753 CERRO_NICHOLSON               Peru                Cinder_cone         Holocene
-16.294   -71.409 EL_MISTI                      Peru                Stratovolcano       Historical
-16.355   -70.903 UBINAS                        Peru                Stratovolcano       Historical
-16.608   -70.85  HUAYNAPUTINA                  Peru                Stratovolcano_?     Historical
-16.755   -70.595 TICSANI                       Peru                Stratovolcano       Holocene
-17.025   -70.358 TUTUPACA                      Peru                Stratovolcano       Historical
-17.18    -70.20  YUCAMANE                      Peru                Stratovolcano       Historical
-17.47    -69.82  NEVADOS_CASIRI                Peru                Stratovolcano       Holocene
-17.72    -69.77  TACORA                        Chile-N             Stratovolcano       Fumarolic
-18.10	  -69.50  TAAPACA                       Chile-N             Complex_volcano     Radiocarbon
-17.87    -69.48  LEXONE                        Chile-N             Lava_domes          Holocene
-18.05    -69.03  PATILLA_PATA                  Bolivia             Stratovolcano       Holocene?
-17.92    -68.92  NEVADO_ANALLAJSI              Bolivia             Stratovolcano       Holocene?
-18.25    -68.53  MACIZO_DE_LARANCAGUA          Bolivia             Stratovolcano       Holocene?
-18.32    -68.80  MACIZO_DE_PACUNI              Bolivia             Stratovolcano       Holocene?
-18.17    -69.15  PARINACOTA                    Chile-N             Stratovolcano       Holocene
-18.37    -69.05  ACOTANGO                      Chile-N             Stratovolcanoes     Holocene
-18.42    -69.17  GUALLATIRI                    Chile-N             Stratovolcano       Historical
-18.62    -68.75  TAMBO_QUEMADO			Bolivia             Pyroclastic_shield  Holocene
-18.50    -68.07  CERRO_COLLUMA                 Bolivia             Maar                Holocene?
-18.73    -69.05  ARINTICA		        Chile-N             Stratovolcano       Holocene
-19.15    -68.83  ISLUGA                        Chile-N             Stratovolcano       Historical
-19.13    -68.53  TATA_SABAYA                   Bolivia             Stratovolcano       Holocene
-19.42    -68.97  PUCHULDIZA                    Chile-N             Hydrothermal_field  Pleistocene-Geysers
-19.45	  -67.42  LAGUNA_JAYU_KHOTA             Bolivia             Maars       	Holocene
-19.492   -68.65  CERRO_PINA                    Chile-N             Unknown             Holocene?
-19.78    -66.48  NUEVO_MUNDO                   Bolivia             Lava_domes          Holocene
-20.73    -68.55  IRRUPUTUNCU                   Chile-N             Stratovolcano       Historical
-20.83    -68.63  UNNAMED                       Chile-N             Pumice_cone         Holocene?
-20.85    -68.20  PAMPA_LUXSAR                  Bolivia             Volcanic_field      Holocene?
-20.93    -68.48  OLCA-PARUMA                   Chile-N             Stratovolcanoes     Historical
